web_scraper_order,web_scraper_start_url,brand,model,formfactor,wrap_color,ring_color,model2,cell_data,cell_image,item_page_title,item_page_link,text_0
"1776675517-97","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-24B","18650","Blue","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/icr1865024b.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8389/","Brand:

Samsung

Model:

ICR18650-24B

Capacity:

2400mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1200mA Standard
2400mA Maximum

Discharging:

2.75V Cutoff
480mA Standard
4800mA Maximum

Description:

Blue Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675520-98","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-24A","18650","Blue (Dark)","Blue","","View Specifications","https://secondlifestorage.com/custom/cell_images/icr1865024a.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2288/","Brand:

Samsung

Model:

ICR18650-24A

Capacity:

2400mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1200mA Standard
2400mA Maximum

Discharging:

2.75V Cutoff
480mA Standard
4800mA Maximum

Description:

Blue (Dark) Cell Wrapper
Blue Insulator Ring
18650 Form Factor"
"1776675522-99","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-22P M","18650","Purple (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/icr1865022pm.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8117/","Brand:

Samsung

Model:

ICR18650-22P M

Capacity:

2150mAh Rated

Voltage:

3.62V Nominal

Charging:

4.20V Maximum
1074mA Standard
2150mA Maximum

Discharging:

2.75V Cutoff
430mA Standard
10000mA Maximum

Description:

Purple (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor



Brand:

Samsung

Model:

ICR18650-22P M

Capacity:

2150mAh Rated

Voltage:

3.62V Nominal

Charging:

4.20V Maximum
1074mA Standard
2150mA Maximum

Discharging:

2.75V Cutoff
430mA Standard
10000mA Maximum

Description:

Purple (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675525-100","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-22P","18650","Purple (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/AnDA3sN.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1773/","Brand:

Samsung

Model:

ICR18650-22P

Capacity:

2150mAh Rated

Voltage:

3.62V Nominal

Charging:

4.20V Maximum
1075mA Standard
2150mA Maximum

Discharging:

2.75V Cutoff
430mA Standard
10000mA Maximum

Description:

Purple (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675527-101","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-22H","18650","Teal","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/icr18650h.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1881/","Brand:

Samsung

Model:

ICR18650-22H

Capacity:

2200mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
440mA Standard
--- mA Maximum

Discharging:

2.75V Cutoff
440mA Standard
--- mA Maximum

Description:

Teal Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675530-102","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-22FU","18650","Green","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/uLi8b81.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1741/","Brand:

Samsung

Model:

ICR18650-22FU

Capacity:

2200mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1100mA Standard
2200mA Maximum

Discharging:

2.75V Cutoff
2200mA Standard
4400mA Maximum

Description:

Green Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675532-103","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-22FM","18650","Green","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/icr1865022fm.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.4129/","Brand:

Samsung

Model:

ICR18650-22FM

Capacity:

2200mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1100mA Standard
2200mA Maximum

Discharging:

2.72V Cutoff
440mA Standard
4400mA Maximum

Description:

Green Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675535-104","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-22F","18650","Green","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/OYZsjpq.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1740/","Brand:

Samsung

Model:

ICR18650-22F

Capacity:

2200mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1100mA Standard
2200mA Maximum

Discharging:

2.75V Cutoff
440mA Standard
4400mA Maximum

Description:

Green Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675537-105","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-22E","18650","Teal","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/b0DwvUI.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1743/","Brand:

Samsung

Model:

ICR18650-22E

Capacity:

2200mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1100mA Standard
4400mA Maximum

Discharging:

2.75V Cutoff
440mA Standard
4400mA Maximum

Description:

Teal Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675540-106","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-22B","18650","Teal","Blue","","View Specifications","https://secondlifestorage.com/custom/cell_images/zhDJm5S.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1704/","Brand:

Samsung

Model:

ICR18650-22B

Capacity:

2200mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1200mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Teal Cell Wrapper
Blue Insulator Ring
18650 Form Factor"
"1776675542-107","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-22","18650","Teal","Blue (Light)","","View Specifications","https://secondlifestorage.com/custom/cell_images/icr1865022.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.4117/","Brand:

Samsung

Model:

ICR18650-22

Capacity:

2200mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1100mA Standard
--- mA Maximum

Discharging:

2.75V Cutoff
440mA Standard
--- mA Maximum

Description:

Teal Cell Wrapper
Blue (Light) Insulator Ring
18650 Form Factor"
"1776675545-108","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-20F","18650","Blue (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/LZz5Txe.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1757/","Brand:

Samsung

Model:

ICR18650-20F

Capacity:

2000mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1000mA Standard
--- mA Maximum

Discharging:

2.75V Cutoff
400mA Standard
4000mA Maximum

Description:

Blue (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675547-109","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-20C","18650","Blue (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/HQoOFMq.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1756/","Brand:

Samsung

Model:

ICR18650-20C

Capacity:

2000mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1000mA Standard
--- mA Maximum

Discharging:

2.75V Cutoff
400mA Standard
4000mA Maximum

Description:

Blue (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675550-110","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-20B","18650","Blue (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/xRNweE4.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1755/","Brand:

Samsung

Model:

ICR18650-20B

Capacity:

2000mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1000mA Standard
--- mA Maximum

Discharging:

2.75V Cutoff
400mA Standard
4000mA Maximum

Description:

Blue (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675552-111","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-20","18650","Blue","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/icr1865020.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2099/","Brand:

Samsung

Model:

ICR18650-20

Capacity:

2000mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1000mA Standard
--- mA Maximum

Discharging:

2.75V Cutoff
400mA Standard
4000mA Maximum

Description:

Blue Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675554-112","https://secondlifestorage.com/index.php?pages/cell-database/","Samsung","ICR18650-18","18650","Green (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/icr1865018.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2098/","Brand:

Samsung

Model:

ICR18650-18

Capacity:

1800mAh Rated

Voltage:

--- V Nominal

Charging:

--- V Maximum
--- mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Green (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675557-113","https://secondlifestorage.com/index.php?pages/cell-database/","Re-Volt","ICR18650-2600","18650","Pink","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/revolticr186502600.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.6478/","Brand:

Re-Volt

Model:

ICR18650-2600

Capacity:

2600mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
3000mA Standard
--- mA Maximum

Discharging:

3.00V Cutoff
0mA Standard
10000mA Maximum

Description:

Pink Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675559-114","https://secondlifestorage.com/index.php?pages/cell-database/","PKCELL","ICR18650-2200mAh","18650","Blue","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/pkcellicr18650.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.4115/","Brand:

PKCELL

Model:

ICR18650-2200mAh

Capacity:

2200mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1100mA Standard
2200mA Maximum

Discharging:

3.00V Cutoff
440mA Standard
4400mA Maximum

Description:

Blue Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675562-115","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","UR18650NSX","18650","Green","Light Brown","","View Specifications","https://secondlifestorage.com/custom/cell_images/ur18650nsx.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.4401/","Brand:

Panasonic

Model:

UR18650NSX

Capacity:

2500mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1750mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
2500mA Standard
25000mA Maximum

Description:

Green Cell Wrapper
Light Brown Insulator Ring
18650 Form Factor"
"1776675564-116","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","NCR18650PF","18650","Green","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/ncr18650pf.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8334/","Brand:

Panasonic

Model:

NCR18650PF

Capacity:

2700mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1375mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
540mA Standard
--- mA Maximum

Description:

Green Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675567-117","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","NCR18650PD","18650","Green (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/lXp0S8r.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1733/","Brand:

Panasonic

Model:

NCR18650PD

Capacity:

2900mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
825mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
550mA Standard
10000mA Maximum

Description:

Green (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675569-118","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","NCR18650D","18650","Gray","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/0LuajkP.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1792/","Brand:

Panasonic

Model:

NCR18650D

Capacity:

2900mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1780mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
0mA Standard
--- mA Maximum

Description:

Gray Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675571-119","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","NCR18650BE","18650","Green (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/EqCSt8s.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1735/","Brand:

Panasonic

Model:

NCR18650BE

Capacity:

3000mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
909mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
606mA Standard
3636mA Maximum

Description:

Green (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675574-120","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","NCR18650BD","18650","Grey","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/panasonicncr18650bd.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.6541/","Brand:

Panasonic

Model:

NCR18650BD

Capacity:

3000mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
900mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
610mA Standard
10000mA Maximum

Description:

Grey Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675577-121","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","NCR18650B","18650","Green (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/bSu7ov9.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1731/","Brand:

Panasonic

Model:

NCR18650B

Capacity:

3200mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1625mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
640mA Standard
6400mA Maximum

Description:

Green (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675579-122","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","NCR18650A","18650","Green","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/pXwgpRi.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1742/","Brand:

Panasonic

Model:

NCR18650A

Capacity:

2900mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1475mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
580mA Standard
5800mA Maximum

Description:

Green Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675582-123","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","NCR18650","18650","Gray","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/zJrZCve.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1793/","Brand:

Panasonic

Model:

NCR18650

Capacity:

2900mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1925mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
580mA Standard
5400mA Maximum

Description:

Gray Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675584-124","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","NCR18500A","18500","Green","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/ncr18500a.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8386/","Brand:

Panasonic

Model:

NCR18500A

Capacity:

1900mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1330mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
380mA Standard
--- mA Maximum

Description:

Green Cell Wrapper
White Insulator Ring
18500 Form Factor"
"1776675587-125","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","CGR18650HM","18650","Yellow","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/cgr18650hm.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1878/","Brand:

Panasonic

Model:

CGR18650HM

Capacity:

1630mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1120mA Standard
--- mA Maximum

Discharging:

3.00V Cutoff
320mA Standard
3200mA Maximum

Description:

Yellow Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675590-126","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","CGR18650HGL","18650","Purple (Dark)","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/cgr18650hgl.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2096/","Brand:

Panasonic

Model:

CGR18650HGL

Capacity:

1800mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1190mA Standard
--- mA Maximum

Discharging:

3.00V Cutoff
340mA Standard
3400mA Maximum

Description:

Purple (Dark) Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675593-127","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","CGR18650HG","18650","Orange","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/8ZXpGEN.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1685/","Brand:

Panasonic

Model:

CGR18650HG

Capacity:

1800mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1190mA Standard
--- mA Maximum

Discharging:

3.00V Cutoff
340mA Standard
3400mA Maximum

Description:

Orange Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675595-128","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","CGR18650H","18650","Purple","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/panasoniccgr18650h.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2573/","Brand:

Panasonic

Model:

CGR18650H

Capacity:

1500mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
980mA Standard
--- mA Maximum

Discharging:

3.00V Cutoff
280mA Standard
1560mA Maximum

Description:

Purple Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675598-129","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","CGR18650EA","18650","Green (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/cgr18650ea.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1795/","Brand:

Panasonic

Model:

CGR18650EA

Capacity:

2550mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1715mA Standard
--- mA Maximum

Discharging:

3.00V Cutoff
490mA Standard
4900mA Maximum

Description:

Green (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675600-130","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","CGR18650E","18650","Pink","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/8LmMLae.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1781/","Brand:

Panasonic

Model:

CGR18650E

Capacity:

2550mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1715mA Standard
--- mA Maximum

Discharging:

3.00V Cutoff
490mA Standard
4900mA Maximum

Description:

Pink Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675602-131","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","CGR18650DA","18650","Purple","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/HrUlFyg.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1777/","Brand:

Panasonic

Model:

CGR18650DA

Capacity:

2450mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1630mA Standard
--- mA Maximum

Discharging:

3.00V Cutoff
466mA Standard
4660mA Maximum

Description:

Purple Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675605-132","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","CGR18650D","18650","Teal (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/yWpAzB1.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1745/","Brand:

Panasonic

Model:

CGR18650D

Capacity:

2350mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1428mA Standard
--- mA Maximum

Discharging:

3.00V Cutoff
408mA Standard
4500mA Maximum

Description:

Teal (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675608-133","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","CGR18650CH","18650","Gray","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/lUftqKc.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1791/","Brand:

Panasonic

Model:

CGR18650CH

Capacity:

2250mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1500mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
430mA Standard
4300mA Maximum

Description:

Gray Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675611-134","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","CGR18650CG","18650","Green (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/ofpbO9S.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1732/","Brand:

Panasonic

Model:

CGR18650CG

Capacity:

2250mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1500mA Standard
--- mA Maximum

Discharging:

3.00V Cutoff
430mA Standard
4330mA Maximum

Description:

Green (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675614-135","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","CGR18650CF","18650","Purple (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/b3eEqWV.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1775/","Brand:

Panasonic

Model:

CGR18650CF

Capacity:

2250mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1575mA Standard
--- mA Maximum

Discharging:

3.00V Cutoff
675mA Standard
4300mA Maximum

Description:

Purple (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675618-136","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","CGR18650CE","18650","Green (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/pDu0txo.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1734/","Brand:

Panasonic

Model:

CGR18650CE

Capacity:

2250mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1100mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
540mA Standard
--- mA Maximum

Description:

Green (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675623-137","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","CGR18650CA","18650","Pink","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/cgr18650ca.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1877/","Brand:

Panasonic

Model:

CGR18650CA

Capacity:

2200mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
--- mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
440mA Standard
--- mA Maximum

Description:

Pink Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675625-138","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","CGR18650C","18650","Blue","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/FBRwjVt.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1768/","Brand:

Panasonic

Model:

CGR18650C

Capacity:

2150mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1428mA Standard
--- mA Maximum

Discharging:

3.00V Cutoff
408mA Standard
4080mA Maximum

Description:

Blue Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675628-139","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","CGR18650AF","18650","Green","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/tgygbka.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1753/","Brand:

Panasonic

Model:

CGR18650AF

Capacity:

2050mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1365mA Standard
1365mA Maximum

Discharging:

3.00V Cutoff
390mA Standard
3900mA Maximum

Description:

Green Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675630-140","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","CGR18650A","18650","Green (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/0JwSTN2.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1730/","Brand:

Panasonic

Model:

CGR18650A

Capacity:

2000mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1190mA Standard
--- mA Maximum

Discharging:

3.00V Cutoff
370mA Standard
3800mA Maximum

Description:

Green (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675633-141","https://secondlifestorage.com/index.php?pages/cell-database/","Panasonic","CGR18650","18650","Pink","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/cgr18650.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1855/","Brand:

Panasonic

Model:

CGR18650

Capacity:

1400mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
910mA Standard
--- mA Maximum

Discharging:

3.00V Cutoff
260mA Standard
1560mA Maximum

Description:

Pink Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675635-142","https://secondlifestorage.com/index.php?pages/cell-database/","Moli Energy","IMR-18650E","18650","Grey","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/moliimr18650e.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.6540/","Brand:

Moli Energy

Model:

IMR-18650E

Capacity:

1400mAh Rated

Voltage:

3.80V Nominal

Charging:

4.20V Maximum
--- mA Standard
6500mA Maximum

Discharging:

2.50V Cutoff
--- mA Standard
20000mA Maximum

Description:

Grey Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675638-143","https://secondlifestorage.com/index.php?pages/cell-database/","Moli Energy","IHR-18650B","18650","Purple","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/moliihr18650b.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.6527/","Brand:

Moli Energy

Model:

IHR-18650B

Capacity:

2250mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1250mA Standard
2200mA Maximum

Discharging:

3.00V Cutoff
450mA Standard
4400mA Maximum

Description:

Purple Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675640-144","https://secondlifestorage.com/index.php?pages/cell-database/","Moli Energy","ICR-18650M","18650","Purple","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/moliicr18650m.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2572/","Brand:

Moli Energy

Model:

ICR-18650M

Capacity:

2800mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1400mA Standard
2800mA Maximum

Discharging:

2.50V Cutoff
560mA Standard
5600mA Maximum

Description:

Purple Cell Wrapper
Black Insulator Ring
18650 Form Factor"
